Source,Text,Class
kubernetes,"Hello. How can I authenticate user of my various services deployed on kubernetes? I would like to avoid letting each service having to handle oauth2. Is there a kind of proxy (sidecar model?) that can do it transparently, or a solution integrated in the frontend reverse proxy (so far for us: traefik)",NL
kubernetes,Does containerd require additional setup compared to docker?,NL
kubernetes,"just run the server in a sidecar, client on your laptop",NL
kubernetes,Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.043824 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.045860 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.070883 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: I1027 00:28:01.070916 11351 docker_service.go:207] Docker cri networking man Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kube,LOG
kubernetes,#NAME?,CODE
kubernetes,effect: NoSchedule,CODE
kubernetes,"Oct 27 00:29:35 kuber-poc-app1 kubelet: E1027 00:29:35.565184 11681 reflector.go:205] k8s.io/kubernetes/pkg/kubelet/config/apiserver.go:47: Failed to list *v1.Pod: Get https://10.127.38.18:6443/api/v1/pods?fieldSelector=spec.nodeName%3Dkuber-poc-app1&resourceVersion=0: dial tcp 10.127.38.18:6443: getsockopt: connection refused Oct 27 00:29:35 kuber-poc-app1 kubelet: W1027 00:29:35.568347 11681 kubelet_network.go:69] Hairpin mode set to promiscuous-bridge but kubenet is not enabled, falling back to hairpin-veth Oct 27 00:29:35 kuber-poc-app1 kubelet: I1027 00:29:35.568382 11681 kubelet.go:517] Hairpin mode set to hairpin-veth Oct 27 00:29:35 kuber-poc-app1 kubelet: W1027 00:29:35.568509 11681 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:29:35 kuber-poc-app1 kubelet: W1027 00:29:35.569892 11681 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:29:35 kuber-poc-app1 kubelet: W1027 00:29:35.600793 11681 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:29:35 kuber-poc-app1 kubelet: I1027 00:29:35.600822 11681 docker_service.go:207] Docker cri networking managed by cni Oct 27 00:29:35 kuber-poc-app1 kubelet: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kubelet cgroup driver: systemd is different from docker cgroup driver: cgroupfs",LOG
kubernetes,"What is the best way to get automatically notified on new releases of kubernetes, flannel, CNI, and so, event having to do it manually?",NL
kubernetes,"@roffe @bradley.hession Thanks a lot! In case you know kubernetes guys, we should add SSL+TLSv2/3 setup to official docs, I think this is an often use case in any modern environment",NL
kubernetes,so the node cna't get filled to the point where operational stability is at risk,NL
kubernetes,Is there some way to migrate all my deployments and services from one cluster to another?,NL
kubernetes,"@kubevick that sounds right, we did this many times to fix similar issues",NL
kubernetes,@roffe ok,NL
kubernetes,looks like it might be this: --dns-zone,NL_CODE
kubernetes,you can use any one of the node or master ips.,NL
kubernetes,simply followed this https://kubernetes.io/docs/user-guide/configmap/redis/redis-config,NL_CODE
kubernetes,paths:,CODE
kubernetes,@mdornfe1 you can see an example here; https://gist.github.com/mikejk8s/97322f4314fe4f89d62fb4f79fffa1aa,NL_CODE
kubernetes,is there a way to take a file defined in a config map?,NL
kubernetes,I don't know what is the problem for production environment and are there plan to improve for production env.,NL
kubernetes,"if you look inside ~/.kube/config each context has a name, cluster,user, and optionally a namespace. to use it in kubectl --context, you just specify the name",NL_CODE
kubernetes,"grampelberg, is that required in 1.8 and not before?",NL
kubernetes,oh ok,NL
kubernetes,Yeah,NL
kubernetes,@U7KH6TF28 noone stops you from having multiple yaml documents in a single file,NL
kubernetes,Trying to reach: 'https://10.200.3.2:8443/',NL_CODE
kubernetes,okay that makes sense then.,NL
kubernetes,Description=Docker Application Container Engine Documentation=https://docs.docker.com,CODE
kubernetes,thanks though! I think maybe it has to do with deleted nodes? or something?,NL
kubernetes,serviceName: https-svc-ingress,CODE
kubernetes,y,NL
kubernetes,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243365 5596 aws.go:847] Building AWS cloudprovider,LOG
kubernetes,"yeah, Helm is my go-to installer",NL
kubernetes,config:,CODE
kubernetes,"from what i know lets encrypt allows 20 free certs/week, don't know much more",NL
kubernetes,"Hey guys, this issue has been killing me for days: I'm trying to create a kubernetes 1.8 cluster with hyperkube on AWS (CoreOS instances) but I keep getting this error in the worker node:",NL
kubernetes,@mattymo can you elaborate?,NL
kubernetes,"I'm struggling to understand why fluentd seems to suck every bit of memory up from the node, even though it's got limitations in the resources of the yaml.",NL
kubernetes,Hi Guys while starting kubeadm cluster getting error Kubernetes version: v1.8.2,NL
kubernetes,"I think on an overlay network, You'd only see the pod you're stickied to.",NL
kubernetes,the other scheduler/controller eat next to nothing,NL
kubernetes,scheme: HTTP,CODE
kubernetes,@nitinmidha looks like I'd expect,NL
kubernetes,you mean adding new relic?,NL
kubernetes,https://kubernetes.io/docs/setup/independent/install-kubeadm/ should get you there,NL_CODE
kubernetes,"You are able to perform a Ping to 172.17.41.3 through other pod, right?",NL_CODE
kubernetes,root 725 0.0 0.2 34424 2776 ? R+ 17:00 0:00 ps aux,CODE
kubernetes,@mdavidsen https://gist.github.com/anonymous/19b5570993d0c63e0721dac65e05ff49,NL_CODE
kubernetes,no,NL
kubernetes,status: {},CODE
kubernetes,@foxie tks!,NL
kubernetes,#NAME?,CODE
kubernetes,what I'm doing is trying to get familiar with kubernetes so I can host it on premise in a staging and production environment,NL
kubernetes,It's okay,NL
kubernetes,serviceName: bugsystem,CODE
kubernetes,@U7P7RBJEA glad to hear it! i always try to start debugging with the simplest things,NL
kubernetes,@slavin.zach thanks man!,NL
kubernetes,name: default,CODE
kubernetes,"depends on your security restrictions. Do you want your service -> service calls leaving the cluster and coming back in? If you adopt a service mesh like Linkerd or Istio, you will lose some visibility by leaving and re-entering the cluster. There's also consideration of traffic costs, if for example you're in AWS. VPC traffic is free within an AZ. The minute you hit the external IP, you incur bandwidth costs.",NL
kubernetes,requests:,CODE
kubernetes,"My K8 setup is in AWS. I am using etcd3 as backend to flannel. From the worker node, flannel connects to etcd using ELB. I see the following error",NL
kubernetes,foo: |,CODE
kubernetes,I got a service that is just hanging in pending state. I've tried kubectl describe service xxx but it doesn't really give any insight. Is there something else I can do to try and get some info on why it's just stuck in pending?,NL_CODE
kubernetes,"classic ELBs support PROXY protocol, which preserves the source IP. What's behind the ELB needs to work with PROXY protocol, though. http://docs.aws.amazon.com/elasticloadbalancing/latest/classic/enable-proxy-protocol.html",NL_CODE
kubernetes,readinessProbe: httpGet,CODE
kubernetes,"I made a set of scripts. So each repo gets a deploy folder that the developrs copy a generic template into. Then they fill out $container_name, $app_name variables in Gitlab GUI. I have Gitlab Environment variables configured so the script points to the right k8s cluster (staging or prod) when deploying. A base image that includes kubectl, and then the deploy stage depending on branches, so prod can only be deployed manually by a few users.",NL
kubernetes,@3molo Still Same Sir,NL
kubernetes,what might be the possible causes of kubectl get componentstatuses --> Unable to connect to the server: x509: certificate signed by unknown authority,NL_LOG
kubernetes,"@msubramm > If the command returns a non-zero value, the kubelet kills the Container and restarts it. restart in the sense provisions a new container or sends kill signal to container and then starts the same one again? I was looking at this doc earlier but couldn't tell if this is starting a new container or rebooting a stale one.",NL
kubernetes,cordoning a node won't evict existing pods right?,NL
kubernetes,"kdockery, so hmm, kubelet[7261]: ERROR: logging before flag.Parse: W1026 17:17:09.856546 7261 kubelet_node_status.go:951] Failed to set some node status fields: failed to validate nodeIP: Node IP: 10.254.0.1 not found in the host's network interfaces when I changed --node-ip to this value",NL_LOG
kubernetes,"Hi, I have a container that runs as a pod with the entrypoint , /apps/mst/deployments/scripts/app_deploy.sh, but it crashes on start.",NL_CODE
kubernetes,"@liggitt apologies, I tagged the wrong handle. (so many users in here!)",NL
kubernetes,but I would advise you to take a closer look at helm ... creating deployments by hand is ... well unless you have very specialised needs,NL
kubernetes,"spunon, I'm curious about the motive behind this",NL
kubernetes,"Pretty sure. and I could be wrong, but that is a session sticky. If not, then perhaps you're using an overlay networking?",NL
kubernetes,try running waves... k8s page has some example...,NL
kubernetes,#NAME?,CODE
kubernetes,kuberuntime_manager.go:840] PodSandboxStatus of sandbox f2b7e698489b137af28011147276ab5dedd736eb299c4c56360734201e772f81 for pod frameloss-empty-59549d5d8-8mvjf_default(7c4790f8-b9a7-11e7-acba-005056aa3222) error: rpc error: code = Unknown desc = Error response from daemon: open /var/lib/docker/overlay/7871d8b75de341fbfcdea6f04f7950164259026420b1b8d454a02fabb991f26a/lower-id: no such file or directory,LOG
kubernetes,ERROR: logging before flag.Parse: I1026 21:33:17.409869 1 main.go:48] Version v1.14.3-4-gee838f6,LOG
kubernetes,servicePort: 8443,CODE
kubernetes,"haha@roffe I'm so frustrated, I've been tryna disable it for ages.",NL
kubernetes,@roffe I see! when you're using TLS+token and you want to configure any user by kubeconfig to use kubectl and you don't have the ca.pem,NL
kubernetes,Hey can you 'get pods' based on age? i.e kubectl get pods --age=<5d,NL_CODE
kubernetes,Hi Guys I created kubeadm CLuster then trying to add Worker Node Output Says its Successful But on Master Showing one Node Any Idea,NL
kubernetes,What if you get disconnected from a server ?,NL
kubernetes,but for anything over 1.12.6 please read: https://github.com/kubernetes/kubernetes/issues/40182,NL_CODE
kubernetes,thanks @mauilion and @hmdelnegro,NL
kubernetes,how it is resolving the cluster IP address?,NL
kubernetes,I want to use latest version(1.8). I see... kubeadm says,NL
kubernetes,"In my cert I have -----BEGIN CERTIFICATE----- ZHA... and in my key I have: -----BEGIN RSA PRIVATE KEY----- MII. I am getting this on kubectl create secret, not associated with any ingress yet.",NL_CODE
kubernetes,accessModes:,CODE
kubernetes,good to know u solved it. was looking into istio myself... as soon as i got some time to investigate gonna give it a try,NL
kubernetes,"kdockery, apparently the iptables rules are gone after that change, and now curl waits on http://nodedns:31974",NL_CODE
kubernetes,Sorry if that's obvious - just sort of clicked for me,NL
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif) / break,CODE
kubernetes,but will deployment start new images despite the other ones being the stopped state?,NL
kubernetes,#NAME?,CODE
kubernetes,root@pricelabel-app-249837175-mvjw6:/~# ps aux,CODE
kubernetes,oh,NL
kubernetes,"Yeah, you're doing things the hard way. That can be fun, but it's unnecessary with things like kubeadm that have matured quite a bit.",NL
kubernetes,I'm newbie for k8s and I want to create sample cluster within my centos servers. But setup documents are very old... (https://kubernetes.io/docs/getting-started-guides/centos/centos_manual_config/) Is there any other online documents or blogs which guide step by step? (I don't want to use kubeadm because it's difficult to understand kubenetes components and it's not production ready),NL_CODE
